øMNþ 19.48   6.84  .1981    257     6.6    93.8    7.11     3.6 
164915  17.71   7.52  .0000    248     0.8    67.5    5.31    -0.3 
164916  17.71   7.52  .0000    248     0.8    67.5    5.31    -0.3 
164917  17.74   7.52  .0000    248     0.9    67.9    5.33    -0.3 
164918  17.76   7.53  .0000    248     0.8    68.3    5.36    -0.3 
164919  17.76   7.53  .0000    248     0.8    68.3    5.36    -0.3 
164920  17.79   7.69  .0000    248     0.9    68.7    5.39    -0.2 
164921  17.79   7.52  .0001    243     0.9    69.0    5.42    -0.3 
164922  17.82   7.52  .0001    243     0.9    69.0    5.42    -0.3 
164923  17.84   7.54  .0000    250     0.9    69.4    5.44    -0.2 
164924  17.84   7.54  .0000    250     0.9    69.8    5.47    -0.2 
164925  17.87   7.52  .0000    250     0.9    69.8    5.47    -0.2 
164926  17.89   7.52  .0000    250     0.9    70.1    5.49    -0.2 
164927  17.89   7.52  .0000    250     0.9    70.4    5.51    -0.2 
164928  17.91   7.52  .0000    250     0.9    70.4    5.51    -0.2 
164929  17.94   7.55  .0000    250     0.9    70.7    5.54    -0.2 
164930  17.94   7.55  .0000    250     0.9    71.1    5.56    -0.3 
164931  17.96   7.51  .0000    251     0.9    71.1    5.56    -0.3 
164932  17.98   7.53  .0001    250     0.9    71.4    5.58    -0.2 
164933  17.98   7.53  .0001    250     0.9    71.7    5.60    -0.2 
164934  18.00   7.51  .0001    250     0.9    71.7    5.60    -0.2 
164935  18.02   7.53  .0000    251     0.9    71.9    5.62    -0.2 
164936  18.02   7.53  .0000    251     0.9    71.9    5.64    -0.2 
164937  18.04   7.51  .0000    250     0.8    72.3    5.64    -0.2 
164938  18.06   7.52  .0000    251     0.7    72.5    5.66    -0.3 
164939  18.06   7.52  .0000    251     0.7    72.5    5.66    -0.3 
164940  18.08   7.52  .0000    250     0.7    72.8    5.68    -0.2 
164941  18.08   7.53  .0000    251     0.6    73.0    5.69    -0.3 
164942  18.10   7.53  .0000    251     0.6    73.0    5.69    -0.3 
164943  18.12   7.52  .0000    250     0.6    73.3    5.71    -0.3 
164944  18.12   7.52  .0000    251     0.5    73.5    5.73    -0.2 
164945  18.13   7.52  .0000    251     0.5    73.5    5.73    -0.2 
164946  18.15   7.53  .0000    251     0.4    73.8    5.75    -0.3 
164947  18.15   7.53  .0000    253     0.4    74.0    5.76    -0.3 
164948  18.17   7.53  .0000    253     0.4    74.0    5.76    -0.3 
164949  18.18   7.71  .0000    251     0.3    74.3    5.78    -0.2 
164950  18.18   7.71  .0000    251     0.2    74.5    5.80    -0.2 
164951  18.20   7.53  .0000    239     0.2    74.5    5.80    -0.2 
164952  18.21   7.52  .0000    250     0.1    74.7    5.81    -0.3 
164953  18.21   7.52  .0000    250     0.1    74.9    5.83    -0.3 
164954  18.23   7.51  .0000    251     0.0    74.9    5.83    -0.3 
164955  18.24   7.52  .0000    252     0.0    75.1    5.84    -0.3 
164956  18.24   7.52  .0000    252     0.0    75.4    5.86    -0.3 
164957  18.26   7.52  .0000    252     0.0    75.4    5.86    -0.3 
164958  18.27   7.53  .0000    252     0.0    75.6    5.87    -0.2 
164959  18.27   7.53  .0000    252     0.0    75.6    5.87    -0.3 
165000  18.28   7.53  .0001    251     0.0    75.7    5.88    -0.3 
165001  18.30   7.53  .0000    252     0.0    75.9    5.90    -0.3 
165002  18.30   7.53  .0000    252     0.0    75.9    5.90    -0.3 
165003  18.31   7.51  .0000    251     0.0    76.1    5.91    -0.3 
165004  18.31   7.53  .0000    252     0.0    76.3    5.92    -0.3 
165005  18.32   7.53  .0000    252     0.0    76.3    5.92    -0.3 
165006  18.34   7.55  .0000    252     0.0    76.5    5.93    -0.2 
165007  18.34   7.55  .0000    253     0.0    76.6    5.95    -0.3 
165008  18.35   7.54  .0000    253     0.0    76.6    5.95    -0.3 
165009  18.36   7.56  .0001    240    83.0    76.8    5.96    -0.3 
165010  18.36   7.56  .0001    238     5.1    77.0    5.96    -0.3 
165011  18.37   7.54  0.307    238     5.1    77.0    5.96    -0.3 
165012  18.38   7.53  0.306    237     2.2    77.2    5.98    -0.3 
165013  18.38   7.53  0.306    237     3.7    77.3    5.99    -0.2 
165014  18.39   7.51  0.306    237     3.7    77.3    5.99    -0.2 
165015  18.40   7.51  0.306    237     4.2    77.5    6.00    -0.3 
165016  18.40   7.51  0.306    237     4.2    77.6    6.01    -0.3 
165017  18.41   7.51  0.306    237     5.0    77.6    6.01    -0.3 
